Season,Age,Team,Lg,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards
2025,22,NYG,NFL,QB,7,5,2-3-0,85,142,59.9,984,8,5.6,3,2.1,45,41.5,44,6.9,7.11,11.6,140.6,90.8,61.4,17,59,10.69,5.82,5.97,0,0,
